Date,EUtranCell,PSData,Users,Vendor,region,PID
2021-08-08,LD07130L18F1C,34.51,9.342,Ericsson,Salalah Ittin,D0713
2021-08-08,LK01620L18F1B,42.76,22.2388,Ericsson,Nizwa Souq,K0162
2021-08-08,LK01640L18F1A,57.65,40.8419,Ericsson,Nizwa Souq,K0164
2021-08-08,LK01640L18F1B,39.25,15.5357,Ericsson,Nizwa Souq,K0164
2021-08-08,LK01640L18F1C,35.39,21.2149,Ericsson,Nizwa Souq,K0164
2021-08-08,LK04310L21F1A,2.39,1.0842,Ericsson,Nizwa Souq,K0431
2021-08-08,LS00040L8F1B,54.82,18.9775,Ericsson,Jaalan Bani Bu Hassan,S0004
2021-08-08,LS00070L8F1C,67.49,18.9309,Ericsson,Jaalan Bani Bu Hassan,S0007
2021-08-08,LS00370L18F1A,126.33,44.4199,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-08,LS00370L18F1B,179.0,44.9969,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-08,LS00370L18F1C,316.48,62.3628,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-08,LS00400L18F1B,37.49,8.3058,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-08,LS00400L18F1C,237.4,18.6082,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-08,LS00410L18F1C,74.55,27.5723,Ericsson,Jaalan Bani Bu Ali,S0041
2021-08-08,LS00450L8F1B,98.14,30.0987,Ericsson,Jaalan Bani Bu Hassan,S0045
2021-08-08,LS00460L8F1B,13.61,6.2203,Ericsson,Jaalan Bani Bu Ali,S0046
2021-08-08,LS00560L18F1A,83.65,25.8069,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-08,LS00560L18F1C,138.45,30.4102,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-08,LS00570L18F1B,94.67,22.6459,Ericsson,Jaalan Bani Bu Hassan,S0057
2021-08-08,LS00580L18F1A,169.43,47.064,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-08,LS00580L18F1B,110.84,33.147,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-08,LS00610L18F1B,129.13,45.4521,Ericsson,Jaalan Bani Bu Hassan,S0061
2021-08-08,LS00630L18F1A,81.44,31.7794,Ericsson,Jaalan Bani Bu Hassan,S0063
2021-08-09,LD01810L18F1B,1.87,0.8329,Ericsson,Salalah Festival Area,D0181
2021-08-09,LD01810L26F1C,2.74,0.8948,Ericsson,Salalah Festival Area,D0181
2021-08-09,LD01810L8F1B,3.15,1.5992,Ericsson,Salalah Festival Area,D0181
2021-08-09,LD01870L18F1A,5.13,1.5701,Ericsson,Salalah Festival Area,D0187
2021-08-09,LD01870L26F1C,1.18,0.7064,Ericsson,Salalah Festival Area,D0187
2021-08-09,LD01870L8F1A,3.2,0.9052,Ericsson,Salalah Festival Area,D0187
2021-08-09,LD01890L18F1A,18.81,6.1322,Ericsson,Salalah Festival Area,D0189
2021-08-09,LD01890L18F1C,5.49,1.6802,Ericsson,Salalah Festival Area,D0189
2021-08-09,LD02150L18F1A,143.42,55.7417,Ericsson,Salalah Ittin,D0215
2021-08-09,LD02150L18F1B,209.13,84.6387,Ericsson,Salalah Ittin,D0215
2021-08-09,LD02240L18F1A,150.32,44.8402,Ericsson,Salalah Ittin,D0224
2021-08-09,LD02240L18F1B,97.27,32.2813,Ericsson,Salalah Ittin,D0224
2021-08-09,LD02240L8F1A,96.95,64.4838,Ericsson,Salalah Ittin,D0224
2021-08-09,LD07130L18F1A,37.57,11.7319,Ericsson,Salalah Ittin,D0713
2021-08-09,LD07130L18F1C,34.04,10.8399,Ericsson,Salalah Ittin,D0713
2021-08-09,LK01620L18F1B,52.01,22.8533,Ericsson,Nizwa Souq,K0162
2021-08-09,LK01640L18F1A,64.44,40.5236,Ericsson,Nizwa Souq,K0164
2021-08-09,LK01640L18F1B,36.31,17.2976,Ericsson,Nizwa Souq,K0164
2021-08-09,LK01640L18F1C,35.08,20.8284,Ericsson,Nizwa Souq,K0164
2021-08-09,LK04310L21F1A,3.96,1.7528,Ericsson,Nizwa Souq,K0431
2021-08-09,LS00040L8F1B,56.41,19.2477,Ericsson,Jaalan Bani Bu Hassan,S0004
2021-08-09,LS00070L8F1C,68.33,19.1553,Ericsson,Jaalan Bani Bu Hassan,S0007
2021-08-09,LS00370L18F1A,127.67,40.6759,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-09,LS00370L18F1B,184.2,43.7714,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-09,LS00370L18F1C,304.79,63.2914,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-09,LS00400L18F1B,20.95,7.4185,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-09,LS00400L18F1C,228.4,17.58,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-09,LS00410L18F1C,67.07,26.3793,Ericsson,Jaalan Bani Bu Ali,S0041
2021-08-09,LS00450L8F1B,106.56,31.651,Ericsson,Jaalan Bani Bu Hassan,S0045
2021-08-09,LS00460L8F1B,12.99,6.5633,Ericsson,Jaalan Bani Bu Ali,S0046
2021-08-09,LS00560L18F1A,85.44,27.445,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-09,LS00560L18F1C,112.32,30.2511,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-09,LS00570L18F1B,92.79,25.1315,Ericsson,Jaalan Bani Bu Hassan,S0057
2021-08-09,LS00580L18F1A,168.63,44.8609,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-09,LS00580L18F1B,90.01,33.212,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-09,LS00610L18F1B,145.91,43.9706,Ericsson,Jaalan Bani Bu Hassan,S0061
2021-08-09,LS00630L18F1A,80.86,31.8219,Ericsson,Jaalan Bani Bu Hassan,S0063
2021-08-10,LD01810L18F1B,1.55,0.67,Ericsson,Salalah Festival Area,D0181
2021-08-10,LD01810L26F1C,1.8,0.9578,Ericsson,Salalah Festival Area,D0181
2021-08-10,LD01810L8F1B,3.33,1.5155,Ericsson,Salalah Festival Area,D0181
2021-08-10,LD01870L18F1A,4.96,1.4992,Ericsson,Salalah Festival Area,D0187
2021-08-10,LD01870L26F1C,1.51,0.7816,Ericsson,Salalah Festival Area,D0187
2021-08-10,LD01870L8F1A,2.82,0.9379,Ericsson,Salalah Festival Area,D0187
2021-08-10,LD01890L18F1A,21.3,5.9821,Ericsson,Salalah Festival Area,D0189
2021-08-10,LD01890L18F1C,3.78,1.4451,Ericsson,Salalah Festival Area,D0189
2021-08-10,LD02150L18F1A,152.47,62.6944,Ericsson,Salalah Ittin,D0215
2021-08-10,LD02150L18F1B,220.66,96.8211,Ericsson,Salalah Ittin,D0215
2021-08-10,LD02240L18F1A,145.43,51.6542,Ericsson,Salalah Ittin,D0224
2021-08-10,LD02240L18F1B,106.3,36.0398,Ericsson,Salalah Ittin,D0224
2021-08-10,LD02240L8F1A,89.6,89.1039,Ericsson,Salalah Ittin,D0224
2021-08-10,LD07130L18F1A,56.16,16.7516,Ericsson,Salalah Ittin,D0713
2021-08-10,LD07130L18F1C,32.01,10.1984,Ericsson,Salalah Ittin,D0713
2021-08-10,LK01620L18F1B,42.66,22.7984,Ericsson,Nizwa Souq,K0162
2021-08-10,LK01640L18F1A,66.29,41.5825,Ericsson,Nizwa Souq,K0164
2021-08-10,LK01640L18F1B,33.93,16.0935,Ericsson,Nizwa Souq,K0164
2021-08-10,LK01640L18F1C,45.64,23.7247,Ericsson,Nizwa Souq,K0164
2021-08-10,LK04310L21F1A,4.87,1.6679,Ericsson,Nizwa Souq,K0431
2021-08-10,LS00040L8F1B,48.47,18.3046,Ericsson,Jaalan Bani Bu Hassan,S0004
2021-08-10,LS00070L8F1C,79.09,19.6359,Ericsson,Jaalan Bani Bu Hassan,S0007
2021-08-10,LS00370L18F1A,118.14,41.7157,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-10,LS00370L18F1B,169.75,42.5558,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-10,LS00370L18F1C,325.06,64.6704,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-10,LS00400L18F1B,34.85,8.8957,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-10,LS00400L18F1C,230.28,18.2112,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-10,LS00410L18F1C,82.45,24.7881,Ericsson,Jaalan Bani Bu Ali,S0041
2021-08-10,LS00450L8F1B,105.25,31.6288,Ericsson,Jaalan Bani Bu Hassan,S0045
2021-08-10,LS00460L8F1B,11.09,6.2447,Ericsson,Jaalan Bani Bu Ali,S0046
2021-08-10,LS00560L18F1A,88.72,26.4755,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-10,LS00560L18F1C,116.28,28.6152,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-10,LS00570L18F1B,94.54,22.0987,Ericsson,Jaalan Bani Bu Hassan,S0057
2021-08-10,LS00580L18F1A,196.97,47.645,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-10,LS00580L18F1B,87.2,31.11,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-10,LS00610L18F1B,123.82,38.6867,Ericsson,Jaalan Bani Bu Hassan,S0061
2021-08-10,LS00630L18F1A,81.16,33.1726,Ericsson,Jaalan Bani Bu Hassan,S0063
2021-08-11,LD01810L18F1B,2.12,0.8948,Ericsson,Salalah Festival Area,D0181
2021-08-11,LD01810L26F1C,2.31,1.004,Ericsson,Salalah Festival Area,D0181
2021-08-11,LD01810L8F1B,2.73,1.558,Ericsson,Salalah Festival Area,D0181
2021-08-11,LD01870L18F1A,4.31,1.4697,Ericsson,Salalah Festival Area,D0187
2021-08-11,LD01870L26F1C,1.03,0.5851,Ericsson,Salalah Festival Area,D0187
2021-08-11,LD01870L8F1A,3.21,0.9289,Ericsson,Salalah Festival Area,D0187
2021-08-11,LD01890L18F1A,17.92,5.6096,Ericsson,Salalah Festival Area,D0189
2021-08-11,LD01890L18F1C,3.47,1.568,Ericsson,Salalah Festival Area,D0189
2021-08-11,LD02150L18F1A,121.2,45.0641,Ericsson,Salalah Ittin,D0215
2021-08-11,LD02150L18F1B,190.22,77.877,Ericsson,Salalah Ittin,D0215
2021-08-11,LD02240L18F1A,135.96,44.8799,Ericsson,Salalah Ittin,D0224
2021-08-11,LD02240L18F1B,95.05,32.3177,Ericsson,Salalah Ittin,D0224
2021-08-11,LD02240L8F1A,94.79,71.7801,Ericsson,Salalah Ittin,D0224
2021-08-11,LD07130L18F1A,45.47,15.6296,Ericsson,Salalah Ittin,D0713
2021-08-11,LD07130L18F1C,27.38,9.1762,Ericsson,Salalah Ittin,D0713
2021-08-11,LK01620L18F1B,37.53,20.458,Ericsson,Nizwa Souq,K0162
2021-08-11,LK01640L18F1A,65.94,41.4049,Ericsson,Nizwa Souq,K0164
2021-08-11,LK01640L18F1B,33.86,15.7923,Ericsson,Nizwa Souq,K0164
2021-08-11,LK01640L18F1C,32.85,20.7719,Ericsson,Nizwa Souq,K0164
2021-08-11,LK04310L21F1A,2.12,0.9951,Ericsson,Nizwa Souq,K0431
2021-08-11,LS00040L8F1B,57.87,18.7916,Ericsson,Jaalan Bani Bu Hassan,S0004
2021-08-11,LS00070L8F1C,79.24,19.8653,Ericsson,Jaalan Bani Bu Hassan,S0007
2021-08-11,LS00370L18F1A,101.12,41.7877,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-11,LS00370L18F1B,170.37,44.1083,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-11,LS00370L18F1C,336.05,66.0308,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-11,LS00400L18F1B,26.36,7.5523,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-11,LS00400L18F1C,242.97,18.5929,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-11,LS00410L18F1C,71.74,25.8969,Ericsson,Jaalan Bani Bu Ali,S0041
2021-08-11,LS00450L8F1B,104.59,31.7101,Ericsson,Jaalan Bani Bu Hassan,S0045
2021-08-11,LS00460L8F1B,12.79,6.2922,Ericsson,Jaalan Bani Bu Ali,S0046
2021-08-11,LS00560L18F1A,107.48,24.8822,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-11,LS00560L18F1C,121.67,29.9601,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-11,LS00570L18F1B,100.11,23.588,Ericsson,Jaalan Bani Bu Hassan,S0057
2021-08-11,LS00580L18F1A,196.58,46.8554,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-11,LS00580L18F1B,96.57,33.1067,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-11,LS00610L18F1B,110.2,42.8625,Ericsson,Jaalan Bani Bu Hassan,S0061
2021-08-11,LS00630L18F1A,76.68,34.7228,Ericsson,Jaalan Bani Bu Hassan,S0063
2021-08-12,LD01810L18F1B,2.72,0.7833,Ericsson,Salalah Festival Area,D0181
2021-08-12,LD01810L26F1C,1.69,0.8072,Ericsson,Salalah Festival Area,D0181
2021-08-12,LD01810L8F1B,2.14,1.1958,Ericsson,Salalah Festival Area,D0181
2021-08-12,LD01870L18F1A,4.0,1.3421,Ericsson,Salalah Festival Area,D0187
2021-08-12,LD01870L26F1C,0.82,0.5701,Ericsson,Salalah Festival Area,D0187
2021-08-12,LD01870L8F1A,3.07,0.8168,Ericsson,Salalah Festival Area,D0187
2021-08-12,LD01890L18F1A,17.4,5.7067,Ericsson,Salalah Festival Area,D0189
2021-08-12,LD01890L18F1C,2.16,1.1578,Ericsson,Salalah Festival Area,D0189
2021-08-12,LD02150L18F1A,84.2,31.7791,Ericsson,Salalah Ittin,D0215
2021-08-12,LD02150L18F1B,180.23,72.8661,Ericsson,Salalah Ittin,D0215
2021-08-12,LD02240L18F1A,115.48,38.6009,Ericsson,Salalah Ittin,D0224
2021-08-12,LD02240L18F1B,76.56,25.3251,Ericsson,Salalah Ittin,D0224
2021-08-12,LD02240L8F1A,88.58,53.3736,Ericsson,Salalah Ittin,D0224
2021-08-12,LD07130L18F1A,34.72,11.4976,Ericsson,Salalah Ittin,D0713
2021-08-12,LD07130L18F1C,24.88,8.8112,Ericsson,Salalah Ittin,D0713
2021-08-12,LK01620L18F1B,48.63,22.5172,Ericsson,Nizwa Souq,K0162
2021-08-12,LK01640L18F1A,79.79,45.7679,Ericsson,Nizwa Souq,K0164
2021-08-12,LK01640L18F1B,40.9,16.2693,Ericsson,Nizwa Souq,K0164
2021-08-12,LK01640L18F1C,41.75,23.3189,Ericsson,Nizwa Souq,K0164
2021-08-12,LK04310L21F1A,2.11,1.1575,Ericsson,Nizwa Souq,K0431
2021-08-12,LS00040L8F1B,47.81,19.6119,Ericsson,Jaalan Bani Bu Hassan,S0004
2021-08-12,LS00070L8F1C,72.58,22.3429,Ericsson,Jaalan Bani Bu Hassan,S0007
2021-08-12,LS00370L18F1A,121.93,42.4453,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-12,LS00370L18F1B,172.64,46.8024,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-12,LS00370L18F1C,364.88,66.6078,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-12,LS00400L18F1B,23.5,7.9369,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-12,LS00400L18F1C,313.11,26.1237,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-12,LS00410L18F1C,82.42,27.7106,Ericsson,Jaalan Bani Bu Ali,S0041
2021-08-12,LS00450L8F1B,99.42,30.0918,Ericsson,Jaalan Bani Bu Hassan,S0045
2021-08-12,LS00460L8F1B,20.28,9.0172,Ericsson,Jaalan Bani Bu Ali,S0046
2021-08-12,LS00560L18F1A,119.77,23.6376,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-12,LS00560L18F1C,118.22,29.9799,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-12,LS00570L18F1B,93.41,23.2306,Ericsson,Jaalan Bani Bu Hassan,S0057
2021-08-12,LS00580L18F1A,243.64,50.5069,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-12,LS00580L18F1B,151.59,35.2781,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-12,LS00610L18F1B,111.51,43.7876,Ericsson,Jaalan Bani Bu Hassan,S0061
2021-08-12,LS00630L18F1A,86.27,33.8446,Ericsson,Jaalan Bani Bu Hassan,S0063
2021-08-13,LD01810L18F1B,1.18,0.5218,Ericsson,Salalah Festival Area,D0181
2021-08-13,LD01810L26F1C,1.6,0.6929,Ericsson,Salalah Festival Area,D0181
2021-08-13,LD01810L8F1B,1.99,0.9613,Ericsson,Salalah Festival Area,D0181
2021-08-13,LD01870L18F1A,4.43,1.3262,Ericsson,Salalah Festival Area,D0187
2021-08-13,LD01870L26F1C,1.02,0.5785,Ericsson,Salalah Festival Area,D0187
2021-08-13,LD01870L8F1A,2.68,0.803,Ericsson,Salalah Festival Area,D0187
2021-08-13,LD01890L18F1A,17.25,5.1823,Ericsson,Salalah Festival Area,D0189
2021-08-13,LD01890L18F1C,2.06,0.9827,Ericsson,Salalah Festival Area,D0189
2021-08-13,LD02150L18F1A,127.58,56.5468,Ericsson,Salalah Ittin,D0215
2021-08-13,LD02150L18F1B,204.76,81.7013,Ericsson,Salalah Ittin,D0215
2021-08-13,LD02240L18F1A,125.29,45.1531,Ericsson,Salalah Ittin,D0224
2021-08-13,LD02240L18F1B,88.94,32.8918,Ericsson,Salalah Ittin,D0224
2021-08-13,LD02240L8F1A,86.26,71.1567,Ericsson,Salalah Ittin,D0224
2021-08-13,LD07130L18F1A,39.29,14.1431,Ericsson,Salalah Ittin,D0713
2021-08-13,LD07130L18F1C,24.64,8.409,Ericsson,Salalah Ittin,D0713
2021-08-13,LK01620L18F1B,59.53,23.8397,Ericsson,Nizwa Souq,K0162
2021-08-13,LK01640L18F1A,79.12,48.5604,Ericsson,Nizwa Souq,K0164
2021-08-13,LK01640L18F1B,50.95,19.0113,Ericsson,Nizwa Souq,K0164
2021-08-13,LK01640L18F1C,52.96,32.1812,Ericsson,Nizwa Souq,K0164
2021-08-13,LK04310L21F1A,2.69,1.9325,Ericsson,Nizwa Souq,K0431
2021-08-13,LS00040L8F1B,58.4,22.0584,Ericsson,Jaalan Bani Bu Hassan,S0004
2021-08-13,LS00070L8F1C,83.24,20.1156,Ericsson,Jaalan Bani Bu Hassan,S0007
2021-08-13,LS00370L18F1A,105.87,41.8036,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-13,LS00370L18F1B,188.36,45.7931,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-13,LS00370L18F1C,326.34,63.1198,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-13,LS00400L18F1B,23.03,8.3759,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-13,LS00400L18F1C,314.29,27.8948,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-13,LS00410L18F1C,92.04,28.3639,Ericsson,Jaalan Bani Bu Ali,S0041
2021-08-13,LS00450L8F1B,106.08,30.5434,Ericsson,Jaalan Bani Bu Hassan,S0045
2021-08-13,LS00460L8F1B,20.81,10.4869,Ericsson,Jaalan Bani Bu Ali,S0046
2021-08-13,LS00560L18F1A,82.14,23.3163,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-13,LS00560L18F1C,148.48,34.0855,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-13,LS00570L18F1B,101.45,27.2104,Ericsson,Jaalan Bani Bu Hassan,S0057
2021-08-13,LS00580L18F1A,193.51,48.4406,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-13,LS00580L18F1B,116.3,33.4887,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-13,LS00610L18F1B,125.09,43.3536,Ericsson,Jaalan Bani Bu Hassan,S0061
2021-08-13,LS00630L18F1A,98.62,36.3903,Ericsson,Jaalan Bani Bu Hassan,S0063
2021-08-14,LD01810L18F1B,1.77,0.7007,Ericsson,Salalah Festival Area,D0181
2021-08-14,LD01810L26F1C,1.83,0.8161,Ericsson,Salalah Festival Area,D0181
2021-08-14,LD01810L8F1B,1.86,1.0277,Ericsson,Salalah Festival Area,D0181
2021-08-14,LD01870L18F1A,3.68,1.1395,Ericsson,Salalah Festival Area,D0187
2021-08-14,LD01870L26F1C,0.88,0.5727,Ericsson,Salalah Festival Area,D0187
2021-08-14,LD01870L8F1A,2.5,0.7356,Ericsson,Salalah Festival Area,D0187
2021-08-14,LD01890L18F1A,12.2,4.1811,Ericsson,Salalah Festival Area,D0189
2021-08-14,LD01890L18F1C,2.65,0.9998,Ericsson,Salalah Festival Area,D0189
2021-08-14,LD02150L18F1A,106.58,42.7125,Ericsson,Salalah Ittin,D0215
2021-08-14,LD02150L18F1B,186.59,70.1021,Ericsson,Salalah Ittin,D0215
2021-08-14,LD02240L18F1A,121.02,37.8612,Ericsson,Salalah Ittin,D0224
2021-08-14,LD02240L18F1B,80.4,29.2385,Ericsson,Salalah Ittin,D0224
2021-08-14,LD02240L8F1A,88.48,59.2512,Ericsson,Salalah Ittin,D0224
2021-08-14,LD07130L18F1A,36.42,13.2215,Ericsson,Salalah Ittin,D0713
2021-08-14,LD07130L18F1C,22.97,8.4438,Ericsson,Salalah Ittin,D0713
2021-08-14,LK01620L18F1B,49.96,23.8265,Ericsson,Nizwa Souq,K0162
2021-08-14,LK01640L18F1A,76.37,45.4734,Ericsson,Nizwa Souq,K0164
2021-08-14,LK01640L18F1B,49.17,19.3494,Ericsson,Nizwa Souq,K0164
2021-08-14,LK01640L18F1C,37.83,21.6198,Ericsson,Nizwa Souq,K0164
2021-08-14,LK04310L21F1A,2.0,1.2242,Ericsson,Nizwa Souq,K0431
2021-08-14,LS00040L8F1B,53.45,20.0564,Ericsson,Jaalan Bani Bu Hassan,S0004
2021-08-14,LS00070L8F1C,80.34,21.2206,Ericsson,Jaalan Bani Bu Hassan,S0007
2021-08-14,LS00370L18F1A,115.28,42.9914,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-14,LS00370L18F1B,181.98,45.3652,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-14,LS00370L18F1C,308.44,62.8586,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-14,LS00400L18F1B,19.29,8.9074,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-14,LS00400L18F1C,298.08,23.9822,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-14,LS00410L18F1C,95.53,27.7716,Ericsson,Jaalan Bani Bu Ali,S0041
2021-08-14,LS00450L8F1B,117.5,30.1383,Ericsson,Jaalan Bani Bu Hassan,S0045
2021-08-14,LS00460L8F1B,15.2,7.3537,Ericsson,Jaalan Bani Bu Ali,S0046
2021-08-14,LS00560L18F1A,75.06,22.8316,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-14,LS00560L18F1C,126.32,30.2085,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-14,LS00570L18F1B,106.95,25.974,Ericsson,Jaalan Bani Bu Hassan,S0057
2021-08-14,LS00580L18F1A,214.72,49.3139,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-14,LS00580L18F1B,141.19,31.8576,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-14,LS00610L18F1B,124.94,40.6803,Ericsson,Jaalan Bani Bu Hassan,S0061
2021-08-14,LS00630L18F1A,104.65,37.6817,Ericsson,Jaalan Bani Bu Hassan,S0063
2021-08-15,LD01810L18F1B,1.47,0.7773,Ericsson,Salalah Festival Area,D0181
2021-08-15,LD01810L26F1C,2.02,1.137,Ericsson,Salalah Festival Area,D0181
2021-08-15,LD01810L8F1B,2.59,1.4656,Ericsson,Salalah Festival Area,D0181
2021-08-15,LD01870L18F1A,3.48,1.1441,Ericsson,Salalah Festival Area,D0187
2021-08-15,LD01870L26F1C,1.3,0.6457,Ericsson,Salalah Festival Area,D0187
2021-08-15,LD01870L8F1A,1.95,0.6341,Ericsson,Salalah Festival Area,D0187
2021-08-15,LD01890L18F1A,14.1,4.714,Ericsson,Salalah Festival Area,D0189
2021-08-15,LD01890L18F1C,2.07,1.1143,Ericsson,Salalah Festival Area,D0189
2021-08-15,LD02150L18F1A,99.47,37.8752,Ericsson,Salalah Ittin,D0215
2021-08-15,LD02150L18F1B,160.22,63.9174,Ericsson,Salalah Ittin,D0215
2021-08-15,LD02240L18F1A,111.45,36.4871,Ericsson,Salalah Ittin,D0224
2021-08-15,LD02240L18F1B,79.12,27.7568,Ericsson,Salalah Ittin,D0224
2021-08-15,LD02240L8F1A,78.66,48.902,Ericsson,Salalah Ittin,D0224
2021-08-15,LD07130L18F1A,38.45,13.8681,Ericsson,Salalah Ittin,D0713
2021-08-15,LD07130L18F1C,22.27,8.3744,Ericsson,Salalah Ittin,D0713
2021-08-15,LK01620L18F1B,48.72,21.9137,Ericsson,Nizwa Souq,K0162
2021-08-15,LK01640L18F1A,63.03,41.9249,Ericsson,Nizwa Souq,K0164
2021-08-15,LK01640L18F1B,41.12,18.3217,Ericsson,Nizwa Souq,K0164
2021-08-15,LK01640L18F1C,39.1,20.2484,Ericsson,Nizwa Souq,K0164
2021-08-15,LK04310L21F1A,2.65,1.0769,Ericsson,Nizwa Souq,K0431
2021-08-15,LS00040L8F1B,45.33,18.1051,Ericsson,Jaalan Bani Bu Hassan,S0004
2021-08-15,LS00070L8F1C,69.32,19.5467,Ericsson,Jaalan Bani Bu Hassan,S0007
2021-08-15,LS00370L18F1A,116.96,42.9197,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-15,LS00370L18F1B,161.08,44.3635,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-15,LS00370L18F1C,331.67,63.5632,Ericsson,Jaalan Bani Bu Ali,S0037
2021-08-15,LS00400L18F1B,19.47,7.5523,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-15,LS00400L18F1C,253.09,20.5396,Ericsson,Jaalan Bani Bu Ali,S0040
2021-08-15,LS00410L18F1C,72.95,23.8727,Ericsson,Jaalan Bani Bu Ali,S0041
2021-08-15,LS00450L8F1B,96.03,29.9217,Ericsson,Jaalan Bani Bu Hassan,S0045
2021-08-15,LS00460L8F1B,16.28,5.9715,Ericsson,Jaalan Bani Bu Ali,S0046
2021-08-15,LS00560L18F1A,151.87,24.512,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-15,LS00560L18F1C,104.06,30.4197,Ericsson,Jaalan Bani Bu Hassan,S0056
2021-08-15,LS00570L18F1B,96.13,25.6684,Ericsson,Jaalan Bani Bu Hassan,S0057
2021-08-15,LS00580L18F1A,184.36,47.2364,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-15,LS00580L18F1B,103.72,33.393,Ericsson,Jaalan Bani Bu Hassan,S0058
2021-08-15,LS00610L18F1B,117.4,40.927,Ericsson,Jaalan Bani Bu Hassan,S0061
2021-08-15,LS00630L18F1A,92.35,34.8458,Ericsson,Jaalan Bani Bu Hassan,S0063
2021-08-16,LD01810L18F1B,2.56,0.749,Ericsson,Salalah Festival Area,D0181
2021-08-16,LD01810L26F1C,1.22,0.7899,Ericsson,Salalah Festival Area,D0181
2021-08-16,LD01810L8F1B,2.11,1.4015,Ericsson,Salalah Festival Area,D0181
2021-08-16,LD01870L18F1A,3.43,1.1998,Ericsson,Salalah Festival Area,D0187
2021-08-16,LD01870L26F1C,0.85,0.6323,Ericsson,Salalah Festival Area,D0187
2021-08-16,LD01870L8F1A,2.13,0.6969,Ericsson,Salalah Festival Area,D0187
2021-08-16,LD01890L18F1A,14.05,4.8722,Ericsson,Salalah Festival Area,D0189
